movie_id,title,original_language,release_date,budget,revenue,runtime,vote_average,vote_count,popularity,genres,keywords,production_companies,production_countries
122917,The Hobbit: The Battle of the Five Armies,en,2014-12-10,250000000,956019788,144,7.1,4760,120.965743,Action|Adventure|Fantasy,corruption|elves|dwarves|orcs|middle-earth (tolkien)|hobbit|dragon|battle|unlikely friendship|epic battle|sword and sorcery,WingNut Films|New Line Cinema|Warner Bros. Pictures|3Foot7|Metro-Goldwyn-Mayer (MGM),New Zealand|United States of America
1930,The Amazing Spider-Man,en,2012-06-27,215000000,752215857,136,6.5,6586,89.866276,Action|Adventure|Fantasy,loss of father|vigilante|serum|marvel comic|scientific experiment|spider bite|masked vigilante|reboot|super powers|genetic engineering|social outcast|duringcreditsstinger,Columbia Pictures|Laura Ziskin Productions|Marvel Entertainment,United States of America
20662,Robin Hood,en,2010-05-12,200000000,310669540,140,6.2,1398,37.668301,Action|Adventure,robin hood|archer|knight|sherwood forest|bow and arrow|middle ages|medieval|king of england,Imagine Entertainment|Universal Pictures|Scott Free Productions|Relativity Media,United Kingdom|United States of America
57158,The Hobbit: The Desolation of Smaug,en,2013-12-11,250000000,9584e5,161,7.6,4524,94.370564,Adventure|Fantasy,elves|dwarves|orcs|hobbit|dragon|wizard|sword and sorcery,WingNut Films|New Line Cinema|Warner Bros. Pictures|Metro-Goldwyn-Mayer (MGM),New Zealand|United States of America
2268,The Golden Compass,en,2007-12-04,180000000,372234864,113,5.8,1303,42.990906,Adventure|Fantasy,england|compass|experiment|lordship|uncle|polar bear|orphan|animal|based on young adult novel,New Line Cinema|Ingenious Film Partners|Depth of Field|Scholastic Productions,United Kingdom|United States of America
254,King Kong,en,2005-12-14,207000000,55e7,187,6.6,2337,61.22601,Adventure|Drama|Action,film business|screenplay|show business|film making|film producer|exotic island|monster|indigenous|ship|dinosaur,WingNut Films|Universal Pictures|Big Primate Pictures|MFPV Film,New Zealand|United States of America|Germany
597,Titanic,en,1997-11-18,200000000,1845034188,194,7.5,7562,100.025899,Drama|Romance|Thriller,shipwreck|iceberg|ship|panic|titanic|ocean liner|epic|rich woman - poor man|love|disaster|tragic love|class differences|imax|star crossed lovers|steerage|salvage|rich snob|3d|1910s,Paramount Pictures|Twentieth Century Fox Film Corporation|Lightstorm Entertainment,United States of America
271110,Captain America: Civil War,en,2016-04-27,250000000,1153304495,147,7.1,7241,198.372395,Adventure|Action|Science Fiction,civil war|war|marvel comic|sequel|superhero|based on comic book|imax|aftercreditsstinger|duringcreditsstinger|marvel cinematic universe|3d,Studio Babelsberg|Marvel Studios|Walt Disney Studios Motion Pictures|Vita-Ray Dutch Productions (III)|Deluxe Digital Studios,United States of America
44833,Battleship,en,2012-04-11,209000000,303025485,131,5.5,2114,64.928382,Thriller|Action|Adventure|Science Fiction,fight|u.s. navy|mind reading|hong kong|soccer|scientist|fictional war|naval|armada|battleship|naval combat|jds myoko|lost communication|taser|buoy|communications expert|joint chiefs of staff|crash landing|jet fighter pilot|navy lieutenant|permission to marry|uss john paul jones|based on board game|aftercreditsstinger|mighty mo|uss missouri,Universal Pictures|Hasbro|Bluegrass Films|Film 44,United States of America
135397,Jurassic World,en,2015-06-09,150000000,1513528810,124,6.5,8662,418.708552,Action|Adventure|Science Fiction|Thriller,monster|dna|tyrannosaurus rex|velociraptor|island|sequel|suspense|disaster|escape|dinosaur|amusement park|animal attack|theme park|jurassic park|3d|animal horror,Universal Studios|Amblin Entertainment|Legendary Pictures|Fuji Television Network|Dentsu,United States of America
37724,Skyfall,en,2012-10-25,200000000,1108561013,143,6.9,7604,93.004993,Action|Adventure|Thriller,spy|secret agent|sociopath|killer|art gallery|british secret service|istanbul turkey|imax|uzi|booby trap|impersonating a police officer|macao,Columbia Pictures,United Kingdom|United States of America
558,Spider-Man 2,en,2004-06-25,200000000,783766341,127,6.7,4321,35.149586,Action|Adventure|Fantasy,dual identity|love of one's life|pizza boy|marvel comic|sequel|superhero|doctor|scientist|tentacle|death|super villain,Columbia Pictures|Laura Ziskin Productions|Marvel Enterprises,United States of America
68721,Iron Man 3,en,2013-04-18,200000000,1215439994,130,6.8,8806,77.68208,Action|Adventure|Science Fiction,terrorist|war on terror|tennessee|malibu|marvel comic|superhero|based on comic book|tony stark|iron man|aftercreditsstinger|marvel cinematic universe|mandarin|3d|war machine|iron patriot|extremis,Marvel Studios,China|United States of America
12155,Alice in Wonderland,en,2010-03-03,200000000,1025491110,108,6.4,4645,78.530105,Family|Fantasy|Adventure,based on novel|fictional place|queen|fantasy|alice in wonderland|fantasy world|3d,"Walt Disney Pictures|Team Todd|Tim Burton Productions|Roth Films|Zanuck Company, The",United States of America
36668,X-Men: The Last Stand,en,2006-05-24,210000000,459359555,104,6.3,3525,3.857526,Adventure|Action|Science Fiction|Thriller,mutant|marvel comic|based on comic book|superhuman|beast|cyclops|aftercreditsstinger,Ingenious Film Partners|Twentieth Century Fox Film Corporation|Donners' Company|Dune Entertainment|Major Studio Partners|Bad Hat Harry Productions|thinkfilm|Marvel Enterprises|X3 Canada Productions|X3US Productions|XM3 Service,Canada|United Kingdom|United States of America
62211,Monsters University,en,2013-06-20,200000000,743559607,104,7,3528,89.186492,Animation|Family,monster|dormitory|games|animation|best friend|university|scary|aftercreditsstinger,Walt Disney Pictures|Pixar Animation Studios,United States of America
8373,Transformers: Revenge of the Fallen,en,2009-06-19,150000000,836297228,150,6,3138,21.939663,Science Fiction|Action|Adventure,egypt|sun|chaos|symbol|artifact|transformers|tank|robot|imax|duringcreditsstinger,Paramount Pictures|DreamWorks SKG|Amblin Entertainment|Di Bonaventura Pictures|Platinum Dunes|Hasbro Studios|Revolution Sun Studios,United States of America
91314,Transformers: Age of Extinction,en,2014-06-25,210000000,1091405097,165,5.8,3095,116.840296,Science Fiction|Action|Adventure,sequel|alien|transformers|giant robot|robot|imax|transforming robot,Paramount Pictures|Amblin Entertainment|Di Bonaventura Pictures|Platinum Dunes|China Movie Channel|Hasbro Studios|Ian Bryce Productions|Revolution Sun Studios,United States of America
68728,Oz: The Great and Powerful,en,2013-03-07,200000000,491868548,130,5.7,3530,46.985445,Fantasy|Adventure|Family,circus|witch|magic|hope|illusion|lost|magic trick|wizard|3d,Walt Disney Pictures|Roth Films,United States of America
102382,The Amazing Spider-Man 2,en,2014-04-16,200000000,705717432,142,6.5,4179,89.270217,Action|Adventure|Fantasy,obsession|marvel comic|sequel|based on comic book|electrocution|medical experiment|electricity|super powers,Columbia Pictures|Marvel Enterprises|Avi Arad Productions|Matt Tolmach Productions,United States of America
20526,TRON: Legacy,en,2010-12-10,170000000,400062763,125,6.3,2841,73.79505,Adventure|Action|Science Fiction,artificial intelligence|secret identity|computer program|dystopia|computer|deception|duel|motorcycle|neon light|autocracy,Walt Disney Pictures|LivePlanet|Prana Studios|Sean Bailey Productions|Revolution Sun Studios|Kontsept Film Company,United States of America
49013,Cars 2,en,2011-06-11,200000000,559852396,106,5.8,2033,49.98659,Animation|Family|Adventure|Comedy,car race|sequel|comedy|anthropomorphism|best friend|duringcreditsstinger,Walt Disney Pictures|Pixar Animation Studios,United States of America
44912,Green Lantern,en,2011-06-16,200000000,219851172,114,5.1,2487,51.872839,Adventure|Action|Thriller|Science Fiction,dc comics|transformation|superhero|alien|alien infection|magical object|protector|super powers|origin|3d,De Line Pictures|Warner Bros.|DC Entertainment,United States of America
10193,Toy Story 3,en,2010-06-16,200000000,1066969703,103,7.6,4597,59.995418,Animation|Family|Comedy,hostage|college|toy|barbie|animation|escape|day care|teddy bear|duringcreditsstinger|toy comes to life|personification|inanimate objects coming to life|toy story,Walt Disney Pictures|Pixar Animation Studios,United States of America
534,Terminator Salvation,en,2009-05-20,200000000,371353001,115,5.9,2463,71.862892,Action|Science Fiction|Thriller,saving the world|artificial intelligence|prophecy|san francisco|cyborg|killer robot|gas station|post-apocalyptic|dystopia|army|firearm|wartime|los angeles,Columbia Pictures|The Halcyon Company|Wonderland Sound and Vision|Warner Bros.,Germany|Italy|United Kingdom|United States of America
168259,Furious 7,en,2015-04-01,190000000,1506249360,137,7.3,4176,102.322217,Action,car race|speed|revenge|suspense|car|race|muscle car,"Universal Pictures|Original Film|Fuji Television Network|Dentsu|One Race Films|China Film Co.|Québec Production Services Tax Credit|Media Rights Capital (MRC)|Abu Dhabi Film Commission|Colorado Office of Film, Television & Media",Japan|United States of America
72190,World War Z,en,2013-06-20,200000000,531865e3,116,6.7,5560,81.834855,Action|Drama|Horror|Science Fiction|Thriller,dystopia|apocalypse|zombie|nuclear weapons|multiple perspectives|zombie apocalypse,Paramount Pictures|GK Films|Skydance Productions|Hemisphere Media Capital|Apparatus Productions|Latina Pictures|2DUX²,United States of America|Malta
127585,X-Men: Days of Future Past,en,2014-05-15,250000000,747862775,131,7.5,6032,118.078691,Action|Adventure|Fantasy|Science Fiction,1970s|mutant|time travel|marvel comic|based on comic book|superhuman|storm|beast|aftercreditsstinger|changing the past or future,Twentieth Century Fox Film Corporation|Donners' Company|Marvel Entertainment|Bad Hat Harry Productions|TSG Entertainment|Down Productions|Revolution Sun Studios,United Kingdom|United States of America
54138,Star Trek Into Darkness,en,2013-05-05,190000000,467365246,132,7.4,4418,78.291018,Action|Adventure|Science Fiction,spacecraft|friendship|sequel|futuristic|space|alien|imax|space opera|terrorist bombing|3d,Paramount Pictures|Skydance Productions|Bad Robot|Kurtzman/Orci,United States of America
81005,Jack the Giant Slayer,en,2013-02-27,195000000,197687603,114,5.5,2598,43.349855,Action|Family|Fantasy,based on fairy tale|giant,New Line Cinema|Original Film|Legendary Pictures|Warner Bros.|Big Kid Pictures|Bad Hat Harry Productions,United States of America
64682,The Great Gatsby,en,2013-05-10,105000000,351040419,143,7.3,3769,61.196071,Drama|Romance,based on novel|infidelity|obsession|hope|3d,Village Roadshow Pictures|Bazmark Films|Warner Bros.|A&E Television Networks|Red Wagon Entertainment|Spectrum Films,United States of America|Australia
9543,Prince of Persia: The Sands of Time,en,2010-05-19,150000000,335154643,116,6.2,2317,62.169881,Adventure|Fantasy|Action|Romance,persia|sandstorm|brother against brother|armageddon|regent|based on video game,Walt Disney Pictures|Jerry Bruckheimer Films,United States of America
68726,Pacific Rim,en,2013-07-11,180000000,407602906,131,6.7,4794,56.523205,Action|Science Fiction|Adventure,dystopia|giant robot|giant monster|apocalypse|imax|duringcreditsstinger|3d,Legendary Pictures|Warner Bros.|Disney Double Dare You (DDY)|Indochina Productions,United States of America|Canada
38356,Transformers: Dark of the Moon,en,2011-06-28,195000000,1123746996,154,6.1,3299,28.529607,Action|Science Fiction|Adventure,moon|spacecraft|traitor|bodyguard|alien planet|based on cartoon|transformers|giant robot|sabotage|word domination|commando|duringcreditsstinger,Paramount Pictures|Di Bonaventura Pictures|Indochina Productions|Hasbro Studios,United States of America
217,Indiana Jones and the Kingdom of the Crystal Skull,en,2008-05-21,185000000,786636033,122,5.7,2495,75.674458,Adventure|Action,saving the world|riddle|whip|treasure|mexico city|leather jacket|machinegun|alien phenomenons|maya civilization|peru|treasure hunt|nuclear explosion|refrigerator|archaeologist|indiana jones|archeology ,Lucasfilm|Paramount Pictures,United States of America
105864,The Good Dinosaur,en,2015-11-14,175000000,331926147,93,6.6,1736,51.692953,Adventure|Animation|Family,tyrannosaurus rex|friends|alternate history|dinosaur|fear|storm|nature|human|journey,Walt Disney Pictures|Pixar Animation Studios,United States of America
62177,Brave,en,2012-06-21,185000000,538983207,93,6.7,4641,125.114374,Animation|Adventure|Comedy|Family|Action|Fantasy,scotland|rebel|bravery|kingdom|archer|wish|bear|scot|rebellious daughter|turns into animal|archery|ruins|aftercreditsstinger|peace offering|woman director|courage|3d,Walt Disney Pictures|Pixar Animation Studios,United States of America
188927,Star Trek Beyond,en,2016-07-07,185000000,343471816,122,6.6,2568,65.352913,Action|Adventure|Science Fiction,sequel|stranded|hatred|space opera,Paramount Pictures|Bad Robot|Perfect Storm Entertainment|Alibaba Pictures Group|Skydance Media|Sneaky Shark|Huahua Media,United States of America
10681,WALL·E,en,2008-06-22,180000000,521311860,98,7.8,6296,66.390712,Animation|Family,romantic comedy,Walt Disney Pictures|Pixar Animation Studios|FortyFour Studios,United States of America
5174,Rush Hour 3,en,2007-08-08,140000000,258022233,91,6.1,783,22.57178,Action|Comedy|Crime|Thriller,ambassador,New Line Cinema,United States of America
14161,2012,en,2009-10-10,200000000,769653595,158,5.6,4903,45.274225,Action|Adventure|Science Fiction,civilization|natural disaster|end of the world|disaster|apocalypse|destruction|volcanic eruption|mayan|ark|solar|destruction  of mankind,Columbia Pictures|Centropolis Entertainment|The Mark Gordon Company|Farewell Productions,Canada|United States of America
17979,A Christmas Carol,en,2009-11-04,200000000,325233863,96,6.6,1095,39.744242,Animation|Drama,holiday|based on novel|victorian england|money|christmas eve|scrooge|christmas carol|ghost|lesson|charles dickens|christmas,Walt Disney|ImageMovers,United States of America
76757,Jupiter Ascending,en,2015-02-04,176000003,183987723,124,5.2,2768,85.36908,Science Fiction|Fantasy|Action|Adventure,jupiter|space|woman director|3d|interspecies romance,Village Roadshow Pictures|Dune Entertainment|Anarchos Productions|Warner Bros.,United States of America
258489,The Legend of Tarzan,en,2016-06-29,180000000,356743061,109,5.5,2430,42.741719,Action|Adventure,africa|feral child|tarzan|jungle|animal attack,Village Roadshow Pictures|Dark Horse Entertainment|Jerry Weintraub Productions|RatPac-Dune Entertainment|Beagle Pug Films|Riche Productions|Village Roadshow Films North America,Canada|United Kingdom|United States of America
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",en,2005-12-07,180000000,748806957,143,6.7,2629,67.391328,Adventure|Family|Fantasy,saving the world|witch|based on novel|brother sister relationship|self sacrifice|winter|cupboard|beaver|lion|fairy-tale figure|battle|narnia|fantasy world|duringcreditsstinger,Walt Disney|Walden Media,United Kingdom|United States of America
246655,X-Men: Apocalypse,en,2016-05-18,178000000,543934787,144,6.4,4721,139.272042,Science Fiction,mutant|supernatural powers|marvel comic|superhero|based on comic book|superhuman|apocalypse|superhero team|world domination|aftercreditsstinger|1980s,Twentieth Century Fox Film Corporation|Donners' Company|Marvel Entertainment|Bad Hat Harry Productions|TSG Entertainment|Kinberg Genre,United States of America
155,The Dark Knight,en,2008-07-16,185000000,1004558444,152,8.2,12002,187.322927,Drama|Action|Crime|Thriller,dc comics|crime fighter|secret identity|scarecrow|sadism|chaos|gotham city|vigilante|joker|superhero|based on comic book|tragic hero|organized crime|criminal mastermind|district attorney|imax|super villain|super powers|batman,DC Comics|Legendary Pictures|Warner Bros.|DC Entertainment|Syncopy,United Kingdom|United States of America
14160,Up,en,2009-05-13,175000000,735099082,96,7.7,6870,92.201962,Animation|Comedy|Family|Adventure,age difference|central and south america|balloon|animation|floating in the air|duringcreditsstinger|exploring,Pixar Animation Studios,United States of America
15512,Monsters vs Aliens,en,2009-03-19,175000000,381509870,94,6,1423,36.167578,Animation|Family|Adventure|Science Fiction,alien|giant robot|duringcreditsstinger,DreamWorks Animation,United States of America
1726,Iron Man,en,2008-04-30,140000000,585174222,126,7.4,8776,120.725053,Action|Science Fiction|Adventure,middle east|arms dealer|malibu|marvel comic|superhero|based on comic book|tony stark|iron man|aftercreditsstinger|marvel cinematic universe|counter terrorism|agent coulson,Marvel Studios,United States of America
44826,Hugo,en,2011-11-22,170000000,185770160,126,7,2141,32.319043,Adventure|Drama|Family,library|clock|film director|key|toy|boy|love|orphan|robot|automaton|hiding|filmmaking|leg brace|doberman|3d,Paramount Pictures|Infinitum Nihil|GK Films,France|United States of America|United Kingdom
8487,Wild Wild West,en,1999-06-29,170000000,222104681,106,5.1,1020,40.748915,Action|Adventure|Comedy|Science Fiction|Western,steampunk|based on tv series|steam locomotive|drag,"Todman, Simon, LeMasters Productions|Warner Bros.|Peters Entertainment|Sonnenfeld Josephson Worldwide Entertainment",United States of America
1735,The Mummy: Tomb of the Dragon Emperor,en,2008-07-01,145000000,401128639,112,5.2,1387,60.034162,Adventure|Action|Fantasy,NA,"Universal Pictures|China Film Co-Production Corporation|Relativity Media|Alphaville Films|Sommers Company, The",Germany|United States of America
297761,Suicide Squad,en,2016-08-02,175000000,745e6,123,5.9,7458,90.23792,Action|Adventure|Crime|Fantasy|Science Fiction,dc comics|shared universe|anti hero|secret mission|villain|superhero|supervillain|dc extended universe,DC Comics|Dune Entertainment|Atlas Entertainment|Warner Bros.|DC Entertainment,United States of America
2698,Evan Almighty,en,2007-06-09,175000000,173e6,96,5.3,1151,27.082182,Fantasy|Comedy|Family,father son relationship|daily life|married couple|support|father|marriage|faith|baustelle|rescue|animal|nature|duringcreditsstinger|noah's ark,Columbia Pictures|Universal Pictures|Spyglass Entertainment|Shady Acres Entertainment|Original Film|Playtone|Relativity Media,United States of America
137113,Edge of Tomorrow,en,2014-05-27,178000000,370541256,113,7.6,4858,79.456485,Action|Science Fiction,deja vu|time warp|restart|dystopia|war|alien|military officer|soldier|alien invasion|exoskeleton,Village Roadshow Pictures|Warner Bros.|Viz Media|Province of British Columbia Production Services Tax Credit|3 Arts Entertainment|RatPac-Dune Entertainment,Australia|United States of America
9804,Waterworld,en,1995-07-28,175000000,264218220,135,5.9,992,44.640292,Adventure|Action,ocean|tattoo|mutant|water|dystopia|doomsday,Universal Pictures|Gordon Company|Davis Entertainment|Licht/Mueller Film Corporation,United States of America
14869,G.I. Joe: The Rise of Cobra,en,2009-08-04,175000000,302469017,118,5.6,1962,32.852443,Adventure|Action|Thriller|Science Fiction,terrorist|secret|hostage|technology|warhead|government|president|revenge|murder|attack|explosion|scientist|lasers|evil|cobra,Paramount Pictures|Spyglass Entertainment|Di Bonaventura Pictures|Hasbro|Kontsept Film Company,Czech Republic|United States of America
150540,Inside Out,en,2015-06-09,175000000,857611174,94,8,6560,128.655964,Drama|Comedy|Animation|Family,dream|cartoon|imaginary friend|animation|family|moving|kids|unicorn|duringcreditsstinger|3d|emotions,Walt Disney Pictures|Pixar Animation Studios,United States of America
278927,The Jungle Book,en,2016-04-07,175000000,966550600,106,6.7,2892,94.199316,Family|Adventure|Drama|Fantasy,based on novel|snake|wolf|elephant|tiger|feral child|panther|remake|bear|jungle|talking animal|orphan|animal|talking to animals,Walt Disney Pictures|Walt Disney Studios Motion Pictures|Fairview Entertainment|Moving Picture Company (MPC),United Kingdom|United States of America
10138,Iron Man 2,en,2010-04-28,200000000,623933331,124,6.6,6849,77.300194,Adventure|Action|Science Fiction,malibu|marvel comic|superhero|based on comic book|revenge|aftercreditsstinger|marvel cinematic universe,Marvel Studios,United States of America
58595,Snow White and the Huntsman,en,2012-05-30,170000000,3966e5,127,5.8,3118,77.178973,Adventure|Fantasy|Drama,queen|magic|fairy tale|immortality|forest|deception|woman|eternal youth|snow white|evil queen|evil stepmother|imprisoned|sorceress,Universal Pictures|Roth Films,United States of America
102651,Maleficent,en,2014-05-28,180000000,758539785,97,7,4496,110.620647,Fantasy|Adventure|Action|Family|Romance,fairy tale|villain|sleeping beauty|dark fantasy|based on fairy tale|adaptation|retelling|literary adaptation|3d,Walt Disney Pictures|Walt Disney Studios Motion Pictures|Roth Films,United States of America
119450,Dawn of the Planet of the Apes,en,2014-06-26,170000000,710644566,130,7.3,4410,243.791743,Science Fiction|Action|Drama|Thriller,leader|colony|post-apocalyptic|dystopia|forest|sequel|woods|ape|scientist|monkey|medical research|animal attack|plague|3d,Ingenious Media|Chernin Entertainment|TSG Entertainment,United States of America
79698,The Lovers,en,2015-02-13,27000000,0,109,4.8,34,2.418535,Action|Adventure|Science Fiction|Romance,NA,Corsan|Bliss Media|Limelight International Media Entertainment|Neelmudra Entertainment|Aristos Films|Singularity Productions|Wildkite,Australia|Belgium|India
64686,47 Ronin,en,2013-12-06,175000000,150962475,119,5.9,1326,41.796339,Drama|Action|Adventure|Fantasy,japan|suicide|samurai|based on true story|samurai sword|ronin|shogun|half breed|3d,Mid Atlantic Films|Stuber Productions|Universal|Moving Picture Company (MPC)|H2F Entertainment,United States of America
100402,Captain America: The Winter Soldier,en,2014-03-20,170000000,714766572,136,7.6,5764,72.225265,Action|Adventure|Science Fiction,washington d.c.|future|shield|marvel comic|superhero|based on comic book|captain america|aftercreditsstinger|duringcreditsstinger|marvel cinematic universe|3d|political thriller,Marvel Studios,United States of America
10192,Shrek Forever After,en,2010-05-16,165000000,752600867,93,6,1959,44.041186,Comedy|Adventure|Fantasy|Animation|Family,ogre|3d,DreamWorks Animation,United States of America
158852,Tomorrowland,en,2015-05-19,190000000,209154322,130,6.2,2846,130.311355,Adventure|Family|Mystery|Science Fiction,inventor|apocalypse|destiny|imax|dreamer|futuristic car|futuristic city,Walt Disney Pictures|Babieka|A113,United States of America
177572,Big Hero 6,en,2014-10-24,165000000,652105443,102,7.8,6135,203.73459,Adventure|Family|Animation|Action|Comedy,brother brother relationship|hero|talent|revenge|best friend|another dimension|robot|boy genius|hate|aftercreditsstinger|moral dilemma|3d|teen superheroes|dead brother,Walt Disney Pictures|Walt Disney Animation Studios,United States of America
82690,Wreck-It Ralph,en,2012-11-01,165000000,471222889,108,7.1,4570,62.341073,Family|Animation|Comedy|Adventure,support group|product placement|bullying|racing|arcade|medal|self esteem|curiosity|precocious child|aftercreditsstinger|duringcreditsstinger|first person shooter|glitch|carefree|video gamer|q*bert|interrupted wedding|social reject,Walt Disney Animation Studios,United States of America
5255,The Polar Express,en,2004-11-10,165000000,305875730,100,6.4,1474,47.323228,Adventure|Animation|Family|Fantasy,santa claus|nerd|faith|gift|bell|beard|north pole|chute|trestle|ticket|christmas,Golden Mean|Playtone|ImageMovers,United States of America
